id,target,CCJ_government,CCJ_private,bank_bal2,land_worth,bank_balance,wages,house_value,savings,amount_owed,wages_debt_percent,stocks_profile,difference_wages_last_year,properties,mortgage
6545,0,0,0,250,8139,0,47,154,0,569,6.4,-2132.3,0,1,1
6546,0,0,0,1465,6342,0,19,157,0,747,31,752.1,0,1,1
6547,0,0,0,273,3261,0,69,143,0,223,18.1,-30.1,0.1,1,1
6548,0,,,-84,0,0,211,94,0,47,92.6,-172.7,-1.6,0,0
6549,0,0,0,136,0,2,9456,2806,707,1819,54.6,-21.2,0,0,0
6550,0,0,0,34,0,51,212,165,0,0,100,26.4,-0.1,0,0
6551,0,0,0,148,0,370,1296,534,41,323,65,-226.4,-1.8,0,0
6552,0,1,0,69,0,1,360,130,0,50,93.6,41.4,0.3,0,0
6553,0,0,0,9,0,21,540,529,0,0,0,-86.9,0,0,0
6554,0,0,0,-31,0,250,585,301,39,121,86,-94.9,0.2,0,0
6555,0,0,0,30,0,520,1189,427,0,84,100,-42.3,0.4,0,0
6556,0,0,0,312,3387,109,2071,1632,563,609,58.8,31.3,0,1,1
6557,0,0,0,-21,6,917,1678,659,0,556,83,-33.6,-0.1,0,0
6558,0,,,17,598,6,1049,175,0,0,10.1,-12.6,-0.1,0,0
6559,0,0,0,269,0,345,1331,654,322,118,100,-14.8,-0.1,0,0
6560,0,0,0,136,0,4641,4822,1565,1347,5,100,7.4,-0.2,0,0
6561,0,0,0,-87,0,331,430,371,0,0,99.3,-60,-0.5,0,0
6562,0,0,0,103,9817,0,160,328,0,0,100,24.7,0,1,1
6563,0,0,0,354,0,853,2477,2873,611,296,98.7,0.4,-0.1,0,0
6564,0,0,0,637,0,865,1474,799,267,88,100,-26,-0.3,0,0
6565,0,0,0,135,0,18,18,197,84,2,100,11.7,-0.3,0,0
6566,0,0,0,136,381,0,275,35,100,0,100,2520.4,0.5,1,1
6567,1,3,0,1686,0,488,1838,1213,250,0,92.9,102.9,0,0,0
6568,0,0,0,-1692,0,1392,2187,2477,0,163,76.8,-68.3,0.4,0,0
6569,0,0,0,-132,0,42,225,257,0,91,100,-52.2,0,0,0
6570,0,0,0,347,0,407,468,643,8,1,63.7,42.5,-4,0,0
6571,0,1,0,280,0,73,185,358,0,153,86.7,97.4,-0.4,0,0
6572,0,0,0,214,0,1234,1562,858,53,470,100,20.5,-0.3,0,0
6573,0,,,473,0,952,1329,559,693,543,43.7,59,-0.1,0,0
6574,0,0,0,-255,0,594,2064,768,315,509,47.7,-67.2,0.3,0,0
6575,0,,,179,4358,782,1857,527,865,173,100,-30.2,-0.1,1,1
6576,0,0,0,62,0,0,2075,1018,275,111,64.5,-36.6,0.6,0,0
6577,0,0,0,123,1885,1883,3441,5048,597,0,100,0.2,0,0,0
6578,1,,,-1952,0,0,921,540,0,378,60.3,-253.6,0.2,0,0
6579,0,,,562,0,597,3049,2899,932,24,100,4.4,-0.1,0,0
6580,0,0,0,-279,0,26,945,131,0,29,67.9,-195,-0.2,0,0
6581,1,0,0,-844,0,17,3399,148,0,782,-2,-915.6,0.3,0,0
6582,0,0,0,-100,0,445,2037,409,2719,290,100,-1.8,-0.2,0,0
6583,0,0,0,-5,1403,1,13,186,0,4,100,-9,0,3,1
6584,0,0,0,-25,0,138,164,102,0,0,100,-69.2,-0.5,0,0
6585,0,0,0,-14,0,52,57,51,0,0,100,90.7,1.3,0,0
6586,0,0,0,3,0,16,930,-234,0,15,61.8,1.7,-0.2,0,0
6587,0,0,0,-71,4485,452,806,418,0,320,97,-51.2,-0.1,2,1
6588,1,2,2,-107,0,0,81,-1269,0,1058,0,-58.9,-6.8,0,0
6589,0,0,0,178,0,114,1116,1003,0,61,92.7,12.4,0.1,0,0
6590,0,0,0,106,0,147,491,225,55,36,100,10.7,-0.3,0,0
6591,0,0,0,215,0,1284,2093,1129,703,0,7.7,-29.4,-1.2,0,0
6592,0,0,0,59,0,103,364,327,0,1,100,8.3,-0.6,0,0
6593,0,0,0,-6,0,3,147,-535,0,16,100,0.9,0,0,0
6594,0,,,5,0,2,266,226,0,31,100,63.7,-0.2,0,0
6595,0,0,0,743,0,5540,6012,3825,1436,0,100,-7.5,0,0,0
6596,0,0,0,2030,0,1888,2637,1185,1016,0,100,-15.7,0.1,0,0
6597,0,0,0,616,0,486,1807,1612,781,642,58.9,-45.4,-0.7,0,0
6598,0,0,0,3,0,50,126,56,0,0,-12.5,2175.2,0.2,0,0
6599,0,0,0,9,0,114,407,115,0,76,81.3,-0.1,2.5,0,0
6600,0,0,0,612,737,205,721,585,180,60,100,43.3,0.7,0,0
6601,0,0,0,409,0,37,227,1804,272,0,100,13.3,0,0,0
6602,0,0,0,1819,0,237,3885,7190,0,0,100,-27.4,0,0,0
6603,0,0,0,3470,0,3138,9780,14886,5514,34,0,-9.3,0,0,0
6604,0,0,0,889,2511,0,289,948,0,267,100,-6.6,-0.1,1,1
6605,1,,,-78,0,18,485,54,0,222,79.3,-167.3,-1,0,0
6606,0,0,0,133,0,177,946,408,232,7,100,-6.6,0.2,0,0
6607,0,0,0,400,0,24,84,1276,0,0,0,-4.2,0,0,0
6608,0,0,0,-279,0,0,1022,500,0,155,56.4,-82.1,0.4,0,0
6609,0,0,0,-19,0,132,161,137,0,0,0,138,-0.2,0,0
6610,0,0,0,141,0,314,1039,210,136,394,100,33.8,-2.6,0,0
6611,0,0,0,-154,95,20,381,58,0,47,50.2,-304.8,-0.9,0,0
6612,0,1,0,1202,0,2875,4502,1127,614,1792,40.3,39.5,0.1,0,0
6613,0,0,0,-28,1845,11,13,101,0,0,100,30.3,0,1,1
6614,0,0,0,12,0,53,3970,60,0,105,64.6,-1229.1,-3.3,0,0
6615,0,0,0,200,0,361,392,231,55,3,100,2.9,0.1,0,0
6616,0,0,0,49,0,134,642,294,14,8,100,7.2,0.1,0,0
6617,0,0,0,291,0,842,1375,282,278,31,100,3.4,-0.1,0,0
6618,0,0,0,118,0,14,1614,415,0,536,29.5,68,-0.4,0,0
6619,0,0,0,195,0,2544,4800,249,150,1237,44.9,-46.3,0.2,0,0
6620,0,0,0,15,0,500,572,347,57,19,100,-11.6,0.1,0,0
6621,0,0,0,351,1480,140,326,4291,2449,1,100,-49.8,0,0,0
6622,0,0,0,23,0,10,417,275,0,5,75,29.4,0.4,0,0
6623,0,0,0,72,0,339,450,301,23,12,79.1,18.8,0,0,0
6624,0,,,468,0,342,1450,1330,42,6,100,-3.3,0,0,0
6625,0,0,0,-26,2124,30,30,718,0,51,100,-10.7,0,2,1
6626,0,0,0,-169,0,1161,2233,460,37,1024,61.9,-50.9,-1.4,0,0
6627,0,0,0,1347,0,1889,2134,5324,1884,0,100,6.4,-0.1,0,0
6628,0,0,0,-59,0,131,275,5701,422,0,74.8,1.5,0,0,0
6629,0,0,0,549,0,1650,3041,2389,12,225,60.1,13.2,0.7,0,0
6630,0,0,0,3437,65741,0,1081,21922,0,0,100,-10,0,1,0
6631,0,0,0,629,0,1145,1280,500,707,51,100,15.4,-0.1,0,0
6632,0,,,800,0,371,689,561,207,69,73.4,92.7,-1.8,0,0
6633,0,0,0,2,0,34,154,76,0,31,52.4,-20.4,-1.9,0,0
6634,0,0,0,419,0,297,664,315,100,284,100,107.8,3.6,0,0
6635,0,0,0,-7,1431,40,50,192,59,0,100,0.5,0,1,1
6636,0,0,0,260,0,511,689,256,251,10,65.8,70.8,-0.4,0,0
6637,0,0,0,505,0,1295,1898,1181,233,1,100,-0.4,-0.1,0,0
6638,0,0,0,129,0,1594,1964,1398,280,210,45,-22,-0.3,0,0
6639,0,0,0,189,0,459,774,483,0,22,99.3,26.8,0.5,0,0
6640,1,,,333,0,1202,2455,1173,130,805,56.5,9.8,-1.6,0,0
6641,0,0,0,123,0,1452,1639,745,266,63,70,-32.9,-0.2,0,0
6642,0,0,0,13,0,184,184,149,0,6,100,21.1,0.4,0,0
6643,0,,,263,0,19,560,339,176,66,96,12.9,-0.2,0,0
6644,0,0,0,27,0,358,2494,132,0,721,39.3,53.2,-4.1,0,0
6645,0,0,0,-4,0,70,185,209,0,0,100,-8,0,0,0
6646,0,0,0,194,0,10,1107,154,120,332,73.5,36.3,-0.1,0,0
6647,0,0,0,269,0,938,938,725,199,0,100,44.4,0.2,0,0
6648,0,0,0,426,958,786,1018,1100,450,63,97.3,-0.8,0,1,1
6649,0,0,0,467,1332,2212,3954,1962,2184,841,48.9,-5.9,-0.1,1,1
6650,0,0,0,43,0,52,1232,862,422,7,99.4,-41.6,-0.3,0,0
6651,0,0,0,918,0,2071,2331,2021,574,20,100,1.6,-0.1,0,0
6652,0,0,0,-172,0,320,2412,168,311,962,35,-88.5,1.7,0,0
6653,0,0,0,-108,0,74,169,226,0,52,62.3,-136.1,-0.1,0,0
6654,1,0,7,-1623,0,6,4092,2783,0,4189,66.1,175.9,-0.8,0,0
6655,1,0,0,-5,0,0,88,50,0,0,0,9.2,0,0,0
6656,0,0,0,-9,0,67,107,303,0,228,100,-2.7,0.4,0,0
6657,0,0,0,46,1180,2,363,111,0,851,100,304.4,0.1,1,1
6658,0,0,0,575,0,452,2148,669,268,613,26.5,-42.9,1.5,0,0
6659,0,0,0,-54,0,111,893,51,0,8,22.3,-125.7,0,0,0
6660,1,7,4,-625,0,0,536,-1189,0,369,94.8,-70.1,-0.3,0,0
6661,0,0,0,769,0,2479,3861,2362,221,53,100,-17.2,0,0,0
6662,0,0,0,46,0,154,375,134,0,329,100,41.5,-0.4,0,0
6663,0,0,0,316,0,90,913,461,217,2,100,7.4,0.4,0,0
6664,0,0,0,-3,0,87,87,77,0,0,0,12.4,0,0,0
6665,0,,,64,0,373,1276,393,250,80,95.3,-43.2,1.2,0,0
6666,0,0,0,156,0,42,207,254,0,12,83.9,239,0.5,0,0
6667,0,0,0,720,0,658,1715,1700,440,387,76.5,7.1,-0.3,0,0
6668,0,0,0,53,0,239,1171,1695,0,0,100,5.2,0.1,0,0
6669,0,0,0,474,0,449,1255,812,0,6,100,8.4,-0.5,0,0
6670,0,0,0,101,0,143,406,522,431,0,85.7,10.3,-0.2,0,0
6671,0,0,0,129,0,793,863,574,162,5,100,-17,0,0,0
6672,0,0,0,-534,21940,229,297,15519,4048,17,100,-0.9,0,0,0
6673,0,0,0,-6451,31,6,68129,34762,0,4652,100,-18.6,1.1,0,0
6674,0,0,0,497,0,1115,1714,1184,528,100,44.1,31.7,-0.2,0,0
6675,0,0,0,3,0,164,293,208,0,0,94,-4.9,0.4,0,0
6676,0,,,-51,0,142,155,204,0,16,84.9,-34,0,0,0
6677,0,0,0,-131,0,119,256,459,32,3,0,10.3,0.1,0,0
6678,1,1,0,-540,113992,940,2630,3153,0,2646,100,4.4,0,0,0
6679,0,0,0,23,0,136,148,135,0,0,100,17.9,0.2,0,0
6680,0,0,0,234,0,562,817,441,66,27,100,24.3,-0.4,0,0
6681,0,0,0,748,0,1,129,101,0,0,90.1,-212.9,3.2,0,0
6682,0,0,0,201,0,206,2204,2195,0,0,100,3.9,0.1,0,0
6683,0,0,0,201,5416,135,168,665,95,2,100,-22,0,1,1
6684,0,0,0,-1161,1554,0,1573,579,0,109,77.2,-135.4,0.6,0,0
6685,0,0,0,7,0,0,273,273,0,192,77.2,-5.2,-0.7,0,0
6686,0,0,0,-367,1623,7,682,-108,0,361,90.4,281.8,0.2,1,1
6687,0,0,0,188,0,34,2063,521,0,319,41.2,148.5,0,0,0
6688,0,0,0,380,0,28,6958,819,333,2459,40.7,132.3,0.4,0,0
6689,0,0,0,-26,0,126,128,121,12,1,100,10.5,0.1,0,0
6690,0,0,0,188,0,217,2267,1994,262,102,31.5,4.5,-0.2,0,0
6691,0,0,0,-3,0,154,211,103,36,9,100,64.4,-1.7,0,0
6692,0,0,0,-47,0,275,385,79,207,3,100,-80,-1.5,0,0
6693,0,0,0,-1127,0,3908,5242,13155,0,166,76.8,4,0.1,0,0
6694,0,,,153,0,8,171,592,0,3,100,-18.2,0,0,0
6695,0,0,0,-114,0,136,372,145,0,47,100,-144.8,0.1,0,0
6696,0,0,0,76,0,456,1102,352,21,14,100,34.3,-0.1,0,0
6697,1,0,0,-95,0,2,45,50,0,83,100,-225,-0.8,0,0
6698,0,0,0,-3,0,6,9,-82,0,0,33.3,-7.7,0.7,0,0
6699,0,3,0,-287,2958,2,859,-494,0,934,31.3,-153.5,-0.2,1,1
6700,0,0,0,-84,0,147,327,85,0,11,100,-196,0.2,0,0
6701,0,0,0,280,0,326,683,1818,0,28,100,-16.6,0.2,0,0
6702,0,0,0,108,936,569,936,1020,462,237,100,-34.4,0,1,1
6703,0,0,0,312,430,981,1834,1584,203,261,26.9,-10.9,-0.5,1,1
6704,0,,,713,0,870,1042,823,0,96,100,86.6,-0.1,0,0
6705,0,0,0,394,0,601,1364,684,103,235,50.4,-11.1,0.1,0,0
6706,0,0,0,96,0,1652,5691,62783,2678,90,100,-1.7,0,1,1
6707,0,0,0,-20852,0,7032,7966,6368,0,1100,100,-993.2,-0.3,0,0
6708,0,0,0,35,0,3,108,256,0,45,100,26,0.5,0,0
6709,0,0,0,7,0,281,1119,729,320,375,27.4,-26.2,-0.7,0,0
6710,0,0,0,-585,0,59,854,118,0,16,49.5,61.6,2.6,0,0
6711,0,0,0,-26,0,198,443,293,0,77,84.2,-23,2.1,0,0
6712,0,0,0,548,0,1694,3248,3123,352,54,68.7,-37.7,-0.2,0,0
6713,0,0,0,-895,480,16,380,914,150,231,34.2,-93.2,1.1,0,0
6714,0,0,0,5380,0,2695,146807,159147,2095,0,100,2.2,0,0,0
6715,0,0,0,1766,12630,1733,1873,3991,2270,0,100,-3.1,0,1,0
6716,0,0,0,23,0,7,409,124,0,0,100,22.5,0.1,0,0
6717,0,0,0,-7,0,98,116,112,0,0,50,-45.8,-0.6,0,0
6718,0,0,0,97,0,105,376,283,71,4,94.1,16,-0.2,0,0
6719,0,0,0,147,12733,346,4084,2087,0,113,100,-21,0,1,1
6720,1,,,30,0,120,231,191,0,85,86.2,7,-0.3,0,0
6721,1,1,0,41,0,28,714,114,0,75,100,410,-0.7,0,0
6722,1,2,5,-719,0,6,45,-639,0,577,100,-1058.8,-2.8,0,0
6723,0,,,-17,0,13,553,51,0,118,48.1,90.2,0.6,0,0
6724,0,0,0,109,0,319,379,257,70,10,88.2,-41.3,0,0,0
6725,0,0,0,616,0,2,5611,2614,0,1057,68.5,36.3,0.5,0,0
6726,0,0,0,-31,0,99,272,329,36,4,64.8,-37.4,0.2,0,0
6727,0,,,67,0,833,1037,1155,179,207,36.6,-40.7,-0.9,0,0
6728,0,0,0,-1796,20645,0,2013,123,0,142,100,-1189.2,0,2,1
6729,0,0,0,69370,0,6569,116790,148215,0,299,100,51.9,0,0,0
6730,0,0,0,361,0,218,591,478,140,14,91.8,-5.6,0,0,0
6731,0,0,0,242,0,1266,2077,1739,0,2,100,-3.4,0.6,0,0
6732,0,0,0,1772,0,2997,3152,1899,627,0,100,55.8,0.4,0,0
6733,0,0,0,516,847,508,610,660,146,16,79.5,73.7,-0.3,1,1
6734,0,0,0,611,0,1223,1718,2399,761,6,100,6.6,0,0,0
6735,0,0,0,-39,2572,47,97,377,0,178,100,-10.3,0,1,1
6736,0,0,0,450,0,2384,2513,1957,3129,10,100,-10,-0.1,0,0
6737,0,0,0,327,0,1367,4339,490,0,1711,100,-49.9,0.2,0,0
6738,0,0,0,-4,0,157,284,212,0,0,100,23,0.8,0,0
6739,0,0,0,-308,0,279,1885,1052,0,117,100,-152.2,-1.4,0,0
6740,0,,,-355,0,427,1132,165,600,10,88.2,-97.6,-0.2,0,0
6741,0,0,0,10958,0,645,704,19470,0,0,0,-33.1,-0.2,0,0
6742,0,0,0,-30,0,78,79,66,0,0,35.5,-68.4,-1.6,0,0
6743,0,0,0,3,0,187,196,771,0,0,100,1.6,0,0,0
6744,0,,,-8,0,7,687,249,0,107,68.6,-34.8,-1.2,0,0
6745,0,0,0,1324,4305,4852,8083,8359,2824,888,34.1,-0.5,0,1,1
6746,0,0,0,-1806,32768,1,71,11472,0,54,100,-3.8,0,4,1
6747,0,0,0,69,0,304,623,140,19,257,19.1,47.4,-4.1,0,0
6748,0,,,-3,0,778,850,15758,0,0,90.4,3.4,0,0,0
6749,0,0,0,123,0,242,1049,261,0,53,94.5,39.1,-0.7,0,0
6750,0,0,0,4,1087,4,861,139,0,186,42,-54.7,-0.2,1,1
6751,0,0,0,141,2695,0,145,515,59,55,86.6,31.1,0,2,1
6752,0,0,0,1449,0,876,3578,4986,2007,10,100,-13.4,0,0,0
6753,0,0,0,114,0,411,523,468,0,7,73.3,15.9,0.1,0,0
6754,1,3,0,-561,0,0,1360,129,0,431,100,-434.9,1.1,0,0
6755,0,0,0,-690,0,0,3781,10727,0,88,100,-3.2,0,1,1
6756,0,0,0,95,9824,485,799,1592,0,227,100,-97,0,3,1
6757,0,,,37,0,10,462,191,0,2,100,60.3,0.6,0,0
6758,0,0,0,-80,21474,33,637,1685,0,292,100,-1.4,0,1,1
6759,0,0,0,549,0,183,3672,2342,385,0,0,24.2,0,0,0
6760,1,2,0,-177,0,0,0,-158,0,34,62.5,601.5,103.1,0,0
6761,0,0,0,297,0,400,882,716,38,0,91,-5.1,-0.1,0,0
6762,0,0,0,-2284,0,332,7426,7355,0,2687,19.6,-20.1,0.3,0,0
6763,0,0,0,-139,0,94,724,249,0,204,72.4,-59.2,-0.7,0,0
6764,0,0,0,211,0,310,404,663,187,0,100,25.6,0.2,0,0
6765,0,1,0,-218,0,9,1329,-579,0,739,45.4,-91.1,-3.1,0,0
6766,0,0,0,936,222508,933,1262,902,0,1705,100,112.9,0.1,3,1
6767,0,0,0,-20,0,283,330,129,224,10,100,-6.9,0.1,0,0
6768,0,0,0,4697,0,3511,9590,9848,115,0,48.7,-14.6,-0.1,0,0
6769,0,0,0,210,0,244,613,263,0,57,56.4,21,-0.1,0,0
6770,0,0,0,-12,0,8,52,52,0,0,0,-1.3,0,0,0
6771,0,0,0,243,0,390,905,600,186,0,100,-1,-0.2,0,0
6772,0,0,0,-2,0,32,72,66,0,2,100,44.1,0,0,0
6773,0,3,0,-295,0,97,890,185,10,125,15.9,-175.9,2.4,0,0
6774,0,0,0,138,0,478,1615,916,3019,120,61.8,-4.3,0.2,0,0
6775,1,0,0,162,0,777,2504,62,0,1490,46.2,3273.2,1.1,0,0
6776,0,,,1491,0,776,5740,4143,1909,413,45.3,17.3,0,0,0
6777,0,,,58,0,84,5922,558,116,2928,27.8,-77.8,0.3,0,0
6778,0,0,0,212,0,272,1044,472,263,232,52.4,7.8,-0.3,0,0
6779,0,,,4,0,351,446,382,0,21,92.3,-40.2,-0.1,0,0
6780,0,0,0,61,0,108,451,390,0,37,72.6,28.6,0.1,0,0
6781,0,0,0,215,0,8,707,-3,0,32,100,-7224,-0.3,0,0
6782,0,1,0,-66,0,0,696,180,0,9,49.8,-43.2,0.5,0,0
6783,0,0,0,271,0,0,3407,1403,0,0,100,-265.9,-1.5,0,0
6784,0,0,0,-83,0,43,411,491,640,107,65.1,-7.2,0.2,0,0
6785,0,0,0,-5,0,737,767,753,0,3,100,-10.2,-6.3,0,0
6786,0,0,0,212,0,3378,4675,1229,553,134,100,-24.6,0.4,0,0
6787,0,0,0,428,6903,2879,4216,8829,4548,411,58.4,-0.4,0.1,1,1
6788,0,0,0,254,0,800,1199,700,493,0,100,-12.2,-0.1,0,0
6789,0,,,-96,0,31,881,-255,0,642,35.7,-11.5,0.8,0,0
6790,0,0,0,267,0,2,1742,661,143,140,42,-18.6,-0.7,0,0
6791,0,0,0,145,0,5,170,1374,0,0,-183.3,10.2,0,0,0
6792,0,0,0,-1124,868,6,1277,113,0,219,66.2,-414.3,-0.1,0,0
6793,1,,,-627,0,249,2626,132,0,2003,57.2,-568.9,-0.1,0,0
6794,0,0,0,515,0,4585,24723,5529,0,318,18.1,30.5,0.3,23,1
6795,0,,,217,0,623,1107,628,0,149,78.9,28.2,-1.4,0,0
6796,0,0,0,121,4227,4,128,389,0,162,100,57.3,0,1,1
6797,0,0,0,42,0,7,1236,-379,0,565,41.1,-10.4,0.3,0,0
6798,0,0,0,252,0,84,954,710,0,235,100,8.4,2.4,0,0
6799,0,0,0,16,0,29,43,29,0,0,0,440.9,-2.9,0,0
6800,0,0,0,17,320,34,1823,213,20,664,33.4,-6.8,0.1,0,0
6801,0,,,288,0,62,195,190,0,0,0,-91.3,-2.5,0,0
6802,1,0,1,1751,0,6,249,56,0,0,100,3056.2,8.7,0,0
6803,0,,,555,0,343,1183,735,0,358,55.5,11.1,-0.5,0,0
6804,0,0,0,58,2040,-272,770,597,0,6,100,-54.4,0,1,1
6805,1,1,32,73,0,305,366,349,0,13,76.8,-21.8,-0.4,0,0
6806,0,0,0,378,0,1461,3089,1071,337,663,68,-0.2,-0.8,0,0
6807,0,0,0,8,0,117,420,179,0,0,66,-35.7,-0.1,0,0
6808,0,0,0,-1020,0,26,12737,10870,0,582,38.5,147.2,0.7,0,0
6809,0,0,0,-649,421,0,1386,298,1504,488,100,-97.4,-0.1,1,1
6810,1,,,-95,0,113,787,53,0,5,100,-229.2,0,0,0
6811,0,0,0,-139,2181,7,2960,1822,591,377,53.4,-32.5,0.1,2,1
6812,0,0,0,-45,0,62,266,221,0,3,0,26.5,-0.5,0,0
6813,1,0,0,-279,0,0,1455,39,0,421,63.6,-773.8,-0.7,0,0
6814,0,0,0,3,0,4,45,39,0,0,100,16,-0.3,0,0
6815,1,0,2,-108,0,308,3011,100,0,5,37.6,0,0,0,0
6816,0,0,0,-1,0,26,78,-525,0,0,100,-0.2,0.2,0,0
6817,0,0,0,1901,0,830,14895,13205,1306,0,100,14.6,0.2,0,0
6818,0,0,0,1165,0,1787,4900,2891,0,1002,50.4,-13.2,-0.5,0,0
6819,0,0,0,104,309,170,183,530,0,0,100,-28.1,-0.3,1,1
6820,0,,,463,0,215,739,-869,0,702,67.5,-36.9,-0.8,0,0
6821,1,1,0,-374,0,17,1012,-1470,0,701,64.1,-31.6,-0.1,0,0
6822,0,0,0,422,986,1371,1531,1712,965,0,81.4,-3.8,0.1,4,1
6823,0,0,0,-5,0,0,9,-65,0,0,0,7.7,0,0,0
6824,1,5,0,1560,0,728,2450,1525,695,0,100,-6.1,0,0,0
6825,0,0,0,-151,0,2615,4400,5870,1865,153,36.8,-18.3,-0.2,1,1
6826,0,0,0,-139,0,176,1658,432,37,125,55.3,-35.9,-0.8,0,0
6827,0,0,0,-173,0,54,3690,1543,660,359,46.5,-32.6,-0.1,0,0
6828,0,0,0,438,0,1254,1617,675,430,33,88.2,-27.3,-0.2,0,0
6829,0,0,0,461,0,1441,1575,1032,438,8,68.5,11.1,0.2,0,0
6830,0,0,0,4219,0,203,36472,17730,5559,305,84.6,-6.7,0,0,0
6831,0,0,0,956,0,1387,1497,921,480,0,99.2,21.4,-0.4,0,0
6832,1,1,0,-19,0,16,113,-533,0,75,62,-8.1,0.4,0,0
6833,0,0,0,339,0,0,621,284,20,54,100,-323.9,-0.4,0,0
6834,1,2,2,107,0,49,1877,389,0,369,44.1,3.3,0,0,0
6835,0,0,0,1,0,84,139,-403,0,103,63,49.1,-29.3,0,0
6836,0,0,0,43,0,275,296,200,26,1,56.6,-15.7,-0.7,0,0
6837,0,0,0,253,0,660,4408,2543,290,620,93.8,-22.2,0,0,0
6838,0,0,0,91,0,279,393,236,0,25,70.4,19.8,-0.8,0,0
6839,0,0,0,-57,0,378,826,294,23,251,38.8,-82.4,0,0,0
6840,1,,,1583,0,1393,3523,1295,0,753,100,112.6,0.7,0,0
6841,0,,,-19,0,90,105,81,0,0,0,-23.5,-0.2,0,0
6842,0,0,0,28,0,32,261,86,0,71,62.5,198.1,-7,0,0
6843,0,0,0,-43,0,358,1142,207,0,377,4.2,30.6,-0.5,0,0
6844,0,0,0,631,11762,1656,1880,4447,0,41,100,28.1,0,5,1
6845,0,0,0,87,0,39,90,781,0,149,100,5.4,0.1,0,0
6846,0,0,0,53,0,96,562,203,0,114,72.5,20,0.5,0,0
6847,1,0,1,1,0,0,627,105,0,778,21.9,-0.9,-0.5,0,0
6848,0,0,0,331,0,392,454,542,309,0,84.2,46.3,-0.1,0,0
6849,0,0,0,139,0,235,1102,383,0,191,38.9,-8.4,-0.4,0,0
6850,0,0,0,177,0,444,2480,1066,80,375,61.3,-18,-0.1,0,0
6851,0,0,0,-28,0,323,333,222,0,1,100,14,0.1,0,0
6852,0,0,0,972,0,823,881,575,0,38,100,96,-2.7,0,0
6853,0,0,0,150,2047,528,564,601,203,0,100,-2,0,1,1
6854,0,0,0,138,0,115,322,-2747,0,422,64,-23.9,6.6,0,0
6855,1,,,-1077,0,220,355,-2256,0,218,-62.2,-65.3,1,0,0
6856,0,0,0,-22,0,76,214,57,0,67,62,-3.2,0.4,0,0
6857,0,,,-120,0,226,1900,1794,0,2,0,-37.1,-9.2,0,0
6858,0,0,0,-6,0,23,53,53,0,0,100,2.3,-0.3,0,0
6859,0,,,61,0,1828,2750,2789,720,97,97.5,-2.1,-0.3,0,0
6860,0,0,0,2298,189,5275,9658,9176,87,45,100,2.3,0,1,0
6861,0,0,0,210,0,469,510,439,0,0,100,72.2,-0.1,0,0
6862,0,,,98,0,267,661,284,205,226,86.6,-57.2,-0.3,0,0
6863,0,0,0,-506,0,2,1419,78,0,459,33.7,-699.9,-3.3,0,0
6864,0,0,0,34,0,70,249,320,56,72,100,-17.8,0.2,0,0
6865,0,0,0,178,0,835,1264,484,108,333,100,-22.8,-0.3,0,0
6866,0,,,653,2129,0,2618,1148,270,894,52.4,-7.3,-0.4,1,1
6867,1,3,1,86,0,2,246,199,0,113,100,-356.8,0,0,0
6868,0,,,1219,0,303,4316,3284,25,201,42.5,0.1,-0.2,0,0
6869,0,0,0,2299,49886,1597,2028,4314,1832,0,100,-9.5,0,7,1
6870,0,0,0,32,0,1473,1814,1675,0,38,84.2,-13.2,0.1,0,0
6871,0,0,0,69,0,114,300,219,20,0,22.5,9.4,0.4,0,0
6872,0,0,0,-135,0,0,57,-266,12,74,98.4,-97.7,0.1,0,0
6873,0,0,0,2337,0,8467,9913,1746,2020,948,100,90,2.9,0,0
6874,0,0,0,-170,0,2,889,142,0,351,100,-36.5,0.6,0,0
6875,0,0,0,117,0,271,788,417,0,66,81.7,-16.7,0.3,0,0
6876,0,0,0,527,0,611,3195,901,0,1,35.7,-13,0.6,1,1
6877,0,0,0,27,0,0,773,148,168,91,100,3.4,0.3,0,0
6878,0,0,0,-918,0,547,2289,1873,0,0,30.5,-74.7,0,0,0
6879,0,0,0,-26,0,71,84,70,0,0,100,27,-0.1,0,0
6880,0,0,0,-673,0,134,461,360,0,116,92.8,-53.2,-0.2,0,0
6881,0,0,0,-230,0,113,221,335,15,18,83,-62.9,0.9,0,0
6882,0,0,0,-93,0,589,614,179,0,40,0,64.5,0,0,0
6883,0,0,0,-465,0,142,1090,489,0,192,61,-76.4,0.3,0,0
6884,0,0,0,32,0,69,223,111,0,5,68.4,160.4,0.1,0,0
6885,0,0,0,1102,0,1345,2705,1533,916,0,100,0.9,-0.4,0,0
6886,0,0,0,-225,0,1,217,60,0,0,99.7,-458,-0.1,0,0
6887,0,0,0,17,0,318,491,262,0,0,100,38.9,-0.1,0,0
6888,0,0,0,-3,0,894,1078,650,55,0,100,-3.1,-0.2,0,0
6889,1,,,1,0,5,1101,114,0,376,35.8,-250,2.1,0,0
6890,0,0,0,2319,0,942,1883,1542,4105,0,100,43.8,0,0,0
6891,0,0,0,112,0,116,335,102,0,107,56.3,-680.2,-0.3,0,0
6892,0,0,0,-58,0,100,970,263,44,392,51.8,-32.8,-0.6,0,0
6893,0,0,0,-69,0,61,358,315,0,6,71.9,-14.9,-1.5,0,0
6894,0,,,-10,0,4,245,186,228,21,100,8.4,0.2,0,0
